Liste aller jemals vergebenen ersten Bubennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Adib,Adib,10,2.802,-,-
Adiel,Adiel,1,10.287,-,-
Adigüzel,Adigüzel,1,10.287,-,-
Adijan,Adijan,18,1.971,-,-
Adijat,Adijat,1,10.287,-,-
Adil,Adil,66,898,4,815
Adil-Burak,Adil-Burak,1,10.287,-,-
Adilcan,Adilcan,4,4.736,-,-
Adi-Leander,Adi-Leander,1,10.287,-,-
Adileray,Adileray,1,10.287,-,-
Adilhan,Adilhan,1,10.287,-,-
Adili,Adili,1,10.287,1,1.772
Adilon,Adilon,2,7.058,-,-
Adil-Yakub,Adil-Yakub,1,10.287,-,-
Adim,Adim,1,10.287,1,1.772
Adin,Adin,393,308,41,159
Adinn,Adinn,1,10.287,-,-
Adino,Adino,1,10.287,-,-
Adion,Adion,1,10.287,-,-
Adir,Adir,3,5.593,1,1.772
Adis,Adis,141,559,8,506
Adit,Adit,1,10.287,-,-
Aditay,Aditay,1,10.287,-,-
Aditiya,Aditiya,1,10.287,-,-
Aditya,Aditya,13,2.407,1,1.772
Adiv,Adiv,1,10.287,-,-
Adiyan,Adiyan,1,10.287,-,-
Adiyat,Adiyat,1,10.287,-,-
Adjan,Adjan,3,5.593,-,-
Adjiln,Adjiln,1,10.287,-,-
Adlan,Adlan,8,3.186,1,1.772
Admin,Admin,10,2.802,2,1.219
Admir,Admir,45,1.147,1,1.772
Admirim,Admirim,1,10.287,-,-
Admir-Resid,Admir-Resid,1,10.287,-,-
Adnaan,Adnaan,1,10.287,-,-
Adnam,Adnam,1,10.287,-,-
Adnan,Adnan,270,390,15,339
Adnel,Adnel,4,4.736,1,1.772
Adnes,Adnes,1,10.287,1,1.772
Adni,Adni,6,3.749,2,1.219
Adnit,Adnit,4,4.736,-,-
Ado,Ado,2,7.058,-,-
Adolf,Adolf,85,757,-,-
Adom,Adom,1,10.287,-,-
Adomas,Adomas,2,7.058,-,-
Adonai,Adonis,4,4.736,1,1.772
Adonaj,Adonis,1,10.287,-,-
Adonis,Adonis,37,1.276,4,815
Adonis-Elias,Adonis-Elias,1,10.287,1,1.772
Adonis-Harald,Adonis-Harald,1,10.287,-,-
Adonis-Ionut,Adonis-Ionut,1,10.287,-,-
Adonis-Moise-Capone,Adonis-Moise-Capone,1,10.287,1,1.772
Adonis-Raphael,Adonis-Raphael,1,10.287,-,-
Adonit,Adonit,6,3.749,-,-
Adorjan,Adrian,3,5.593,-,-
Adorján-Olivér,Adorján-Olivér,1,10.287,-,-
Adra,Adra,1,10.287,-,-
Adrain,Adrian,1,10.287,-,-
Adreano,Adrian,2,7.058,-,-
Adri,Adri,3,5.593,-,-
Adrià,Adrian,1,10.287,-,-
Adriaan,Adrian,1,10.287,-,-
Adriaan-Alexander,Adriaan-Alexander,1,10.287,-,-
Adrian,Adrian,4.557,61,190,46
Adrián,Adrian,23,1.687,-,-
Adrian-Aaron,Adrian-Aaron,1,10.287,-,-
Adrian-Alexander,Adriaan-Alexander,1,10.287,-,-
Adrian-Alvian,Adrian-Alvian,1,10.287,-,-
Adrian-Andre,Adrian-Andre,1,10.287,-,-
Adrian-Arne,Adrian-Arne,1,10.287,-,-
Adrian-Ben,Adrian-Ben,1,10.287,-,-
Adrian-Bruce,Adrian-Bruce,1,10.287,-,-
Adrian-Daniel,Adrian-Daniel,1,10.287,-,-
Adrian-Eduard,Adrian-Eduard,1,10.287,-,-
Adrian-Florian,Adrian-Florian,1,10.287,-,-
Adrian-Herbert,Adrian-Herbert,1,10.287,-,-
Adrian-Ionel,Adrian-Ionel,1,10.287,-,-
Adrian-Ionut,Adrian-Ionut,1,10.287,1,1.772
Adrian-Jayden,Adrian-Jayden,1,10.287,-,-
Adrian-Jonas,Adrian-Jonas,1,10.287,-,-
Adrian-Leon,Adrian-Leon,1,10.287,1,1.772
Adrian-Leonardo,Adrian-Leonardo,1,10.287,-,-
Adrian-Louis,Adrian-Louis,1,10.287,-,-
Adrian-Luca,Adrian-Luca,1,10.287,-,-
Adrian-Lukas,Adrian-Lukas,1,10.287,-,-
Adrian-Milan,Adrian-Milan,1,10.287,-,-
Adrian-Moses,Adrian-Moses,1,10.287,-,-
Adriann,Adriann,1,10.287,-,-
Adriano,Adrian,227,420,11,400
Adriano-Alen,Adriano-Alen,1,10.287,-,-
Adriano-Armando,Adriano-Armando,1,10.287,-,-
Adriano-Dominik,Adriano-Dominik,1,10.287,-,-
Adriano-Melvin,Adriano-Melvin,1,10.287,-,-
Adriano-Pablo,Adriano-Pablo,1,10.287,1,1.772
Adrian-Samuel,Adrian-Samuel,1,10.287,-,-
Adrian-Vasile,Adrian-Vasile,1,10.287,-,-
Adrian-Velibor-Nikola,Adrian-Velibor-Nikola,1,10.287,-,-
Adriatik,Adriatik,6,3.749,1,1.772
Adriel,Adriel,13,2.407,1,1.772
Adrielle,Adrielle,1,10.287,-,-
Adrien,Adrian,25,1.606,1,1.772
Adrijan,Adrian,123,605,8,506
Adrijano,Adrian,8,3.186,-,-
Adrijano-Alexander,Adrijano-Alexander,1,10.287,-,-
Adrijano-Philip,Adrijano-Philip,1,10.287,-,-
Adrijan-Saša,Adrijan-Saša,1,10.287,-,-
Adrijan-Vladimir,Adrijan-Vladimir,1,10.287,-,-
Adrijon,Adrian,2,7.058,-,-
Adrilon,Adrilon,1,10.287,-,-
Adrin,Adrin,2,7.058,1,1.772
Adrito,Adrito,1,10.287,-,-
Adriyan,Adriyan,1,10.287,-,-
Adryan,Adrian,5,4.151,-,-
Adu,Adu,1,10.287,-,-
Aduan,Aduan,1,10.287,1,1.772
Advan,Advan,5,4.151,-,-
Advaya,Advaya,1,10.287,-,-
Advik,Advik,4,4.736,1,1.772
Adwait,Adwait,1,10.287,-,-
Adwin,Adwin,1,10.287,-,-
Adyan,Adyan,21,1.784,3,969
Adym,Adym,1,10.287,-,-
Aeden,Aeden,2,7.058,1,1.772
Aegid,Aegid,1,10.287,-,-
Aegidius,Ägidius,1,10.287,-,-
Aegon,Aegon,1,10.287,1,1.772
Aelfric-Wieland,Aelfric-Wieland,1,10.287,-,-
Aeman,Aeman,1,10.287,-,-
Aemilian,Aemilian,2,7.058,-,-
Aemilius,Emil,2,7.058,-,-
Aenea,Aenea,1,10.287,-,-
Aeneas,Aeneas,85,757,7,554
Aeneas-Raphael,Aeneas-Raphael,1,10.287,-,-
Aenias,Aeneas,1,10.287,-,-
Aeon,Aeon,1,10.287,-,-
Așer,Aser,3,5.593,1,1.772
Aeris,Aeris,1,10.287,-,-
Aero,Aero,1,10.287,-,-
Aeron,Aeron,1,10.287,-,-
Așer-Samuel,Așer-Samuel,1,10.287,-,-
Aeyman,Aeyman,1,10.287,-,-
Afamefuna,Afamefuna,1,10.287,-,-
Afan,Afan,3,5.593,-,-
Afet,Afet,1,10.287,-,-
Affan,Affan,8,3.186,1,1.772
Afif,Afif,4,4.736,1,1.772
Afșin,Afșin,1,10.287,-,-
Afnan,Afnan,3,5.593,-,-
Afnin,Afnin,1,10.287,-,-
Afolabi,Afolabi,1,10.287,-,-
Afonso,Alfons,2,7.058,-,-
Afrahin,Afrahin,1,10.287,1,1.772
Afram,Afram,3,5.593,-,-
Afran,Afran,1,10.287,1,1.772
Afrim,Afrim,6,3.749,-,-
Afron,Afron,1,10.287,-,-
Afsar,Afsar,1,10.287,-,-
Afshin,Afshin,4,4.736,-,-
Afwan,Afwan,1,10.287,-,-
Agah,Agah,5,4.151,1,1.772
Agam,Agam,11,2.647,2,1.219
Agamemnon,Agamemnon,1,10.287,-,-
Agamjeet,Agamjeet,1,10.287,-,-
Agamjot,Agamjot,2,7.058,1,1.772
Agamveer,Agamveer,1,10.287,-,-
Agamvir,Agamvir,2,7.058,1,1.772
Agan,Agan,10,2.802,-,-
Agassi,Agassi,1,10.287,-,-
Agathon,Agathon,1,10.287,-,-
Agaton,Agaton,1,10.287,-,-
Ageel,Ageel,1,10.287,-,-
Aggelos,Aggelos,5,4.151,-,-
Agha,Agha,2,7.058,1,1.772
Aghilas,Aghilas,1,10.287,1,1.772
Aghyad,Aghyad,1,10.287,-,-
Agib,Agib,1,10.287,-,-
Agid,Agid,1,10.287,-,-
Ägidius,Ägidius,8,3.186,-,-
Agim,Agim,10,2.802,2,1.219
Agin,Agin,1,10.287,-,-
Agit,Agit,8,3.186,-,-
Agle,Agle,1,10.287,-,-
Agmet,Agmet,1,10.287,-,-
Agnis,Agnis,1,10.287,-,-
Agon,Agon,33,1.368,-,-
Agonis,Agonis,2,7.058,-,-
Agonit,Agonit,1,10.287,-,-
Agoston,Agoston,2,7.058,1,1.772
Ágoston,Agoston,2,7.058,1,1.772
Agri,Agri,3,5.593,-,-
Agrie,Agrie,1,10.287,-,-
Agrin,Agrin,2,7.058,-,-
Agron,Agron,8,3.186,-,-
Agus,Agus,2,7.058,-,-
Agush,Agush,1,10.287,-,-
Agustín,Augustin,2,7.058,-,-
Agyad,Agyad,1,10.287,-,-
Ägyd,Ägidius,1,10.287,-,-
Ägydius,Ägidius,5,4.151,-,-
Ahaan,Ahaan,1,10.287,-,-
Ahad,Ahad,11,2.647,1,1.772
Aharon,Aaron,4,4.736,-,-
Ahat,Ahat,1,10.287,-,-
Aheed,Aheed,1,10.287,-,-
Aheer,Aheer,1,10.287,-,-
Ahid,Ahid,1,10.287,-,-
Ahil,Ahil,6,3.749,4,815
Ahilles,Ahilles,1,10.287,-,-
Șahin,Şahin,1,10.287,-,-
Ahlyar-Enzo,Ahlyar-Enzo,1,10.287,-,-
Ahmad,Ahmed,273,388,26,231
Ahmad-Adam,Ahmad-Adam,1,10.287,-,-
Ahmad-Farzad,Ahmad-Farzad,1,10.287,-,-
Ahmadjon,Ahmadjon,1,10.287,-,-
Ahmadkaihan,Ahmadkaihan,1,10.287,-,-
Ahmadnuur,Ahmadnuur,1,10.287,-,-
Ahmad-Reshad,Ahmad-Reshad,1,10.287,-,-
Ahmed,Ahmed,805,184,32,194
Ahmed-Alparslan,Ahmed-Alparslan,1,10.287,-,-
Ahmed-Amin,Ahmed-Amin,1,10.287,-,-
Ahmed-Asaf,Ahmed-Asaf,1,10.287,-,-
Ahmed-Bilal,Ahmed-Bilal,1,10.287,-,-
Ahmedcan,Ahmedcan,1,10.287,-,-
Ahmed-Emin,Ahmed-Emin,1,10.287,-,-
Ahmed-Emre,Ahmed-Emre,1,10.287,-,-
Ahmed-Eyüb,Ahmed-Eyüb,1,10.287,-,-
Ahmed-Fahri,Ahmed-Fahri,1,10.287,-,-
Ahmed-Hamza,Ahmed-Hamza,1,10.287,-,-
Ahmedinejad,Ahmedinejad,1,10.287,-,-
Ahmed-Karl,Ahmed-Karl,1,10.287,-,-
Ahmed-Mert,Ahmed-Mert,1,10.287,-,-
Ahmedpaša,Ahmedpaša,1,10.287,-,-
Ahmed-Sami,Ahmed-Sami,1,10.287,-,-
Ahmed-Selim,Ahmed-Selim,1,10.287,-,-
Ahmedyaman,Ahmedyaman,1,10.287,-,-
Ahmed-Yasin,Ahmed-Yasin,1,10.287,-,-
Ahmet,Ahmed,671,210,18,302
Ahmet-Ali,Ahmet-Ali,2,7.058,1,1.772
Ahmet-Aras,Ahmet-Aras,1,10.287,-,-
Ahmet-Ayaz,Ahmet-Ayaz,1,10.287,-,-
Ahmetcan,Ahmetcan,8,3.186,-,-
Ahmet-Can,Ahmet-Can,1,10.287,-,-
Ahmet-Efe,Ahmet-Efe,3,5.593,-,-
Ahmeteren,Ahmeteren,1,10.287,-,-
Ahmet-Eren,Ahmet-Eren,1,10.287,-,-
Ahmet-Fikri,Ahmet-Fikri,1,10.287,-,-
Ahmethan,Ahmethan,6,3.749,1,1.772
Ahmet-Hasan,Ahmet-Hasan,2,7.058,-,-
Ahmet-Kaan,Ahmet-Kaan,2,7.058,1,1.772
Ahmetkerim,Ahmetkerim,1,10.287,-,-
Ahmet-Mahir,Ahmet-Mahir,1,10.287,-,-
Ahmet-Melih,Ahmet-Melih,1,10.287,-,-
Ahmet-Milazim,Ahmet-Milazim,1,10.287,-,-
Ahmet-Sami,Ahmet-Sami,1,10.287,-,-
Ahmet-Tahsin,Ahmet-Tahsin,1,10.287,-,-
Ahmet-Tuğra,Ahmet-Tuğra,1,10.287,-,-
Ahmet-Yasir,Ahmet-Yasir,2,7.058,-,-
Ahmet-Yiğit,Ahmet-Yiğit,1,10.287,-,-
Ahmmad,Ahmed,1,10.287,-,-
Ahnaf,Ahnaf,9,2.968,1,1.772
Ahren,Aaron,2,7.058,1,1.772
Ahron,Ahron,1,10.287,1,1.772
Ahsaab,Ahsaab,1,10.287,1,1.772
Ahsan,Ahsan,1,10.287,-,-
Ahtisham,Ahtisham,1,10.287,-,-
Ahton,Ahton,1,10.287,-,-
Ahyan,Ahyan,4,4.736,-,-
Aian,Aian,3,5.593,-,-
Aias,Aias,1,10.287,-,-
Aid,Aid,46,1.131,6,604
Aidan,Aiden,27,1.533,3,969
Aidas,Aidas,1,10.287,-,-
Aidel,Aidel,1,10.287,-,-
Aiden,Aiden,80,796,5,701
Aiden-Lucas,Aiden-Lucas,1,10.287,-,-
Aiden-Noel,Aiden-Noel,1,10.287,-,-
Aidin,Aidin,6,3.749,-,-
Aidon-Finn,Aidon-Finn,1,10.287,-,-
Ãidris,Ãidris,1,10.287,-,-
Aiham,Aiham,4,4.736,1,1.772
Ãihsan,Ãihsan,1,10.287,-,-
Aijub,Aijub,1,10.287,-,-
Aik,Aik,2,7.058,1,1.772
Aikan,Aikan,1,10.287,-,-
Aiki,Aiki,1,10.287,-,-
Aiko,Aiko,4,4.736,-,-
Aikut,Aikut,1,10.287,-,-
Ailan,Ailan,1,10.287,-,-
Ailo,Ailo,1,10.287,-,-
Aimal,Aimal,1,10.287,-,-
Aiman,Aiman,34,1.340,4,815
Aiman-Al,Aiman-Al,1,10.287,-,-
Aimé,Aimé,4,4.736,-,-
Aime-Gael,Aime-Gael,1,10.287,-,-
Aimen,Aimen,7,3.427,2,1.219
Aimenaghawon-David,Aimenaghawon-David,1,10.287,-,-
Aime-Neo,Aime-Neo,1,10.287,-,-
Aimn,Aimn,1,10.287,-,-
Aimnamwansa,Aimnamwansa,1,10.287,-,-
Aimon,Aimon,1,10.287,-,-
Ainar,Ainar,1,10.287,1,1.772
Ãinar,Ainar,1,10.287,-,-
Aindy,Aindy,1,10.287,-,-
Aineias,Aineias,1,10.287,-,-
Aino,Aino,1,10.287,-,-
Air,Air,1,10.287,-,-
Aisea,Aisea,1,10.287,-,-
Aiseosa,Aiseosa,1,10.287,-,-
Aisosa,Aisosa,6,3.749,-,-
Aiven,Aiven,1,10.287,-,-
Aiwanseosa,Aiwanseosa,1,10.287,-,-
Aiwin,Aiwin,1,10.287,-,-
Aize,Aize,1,10.287,-,-
Ajamnek,Ajamnek,1,10.287,-,-
Ajan,Ajan,167,509,21,271
Ajan-Malik,Ajan-Malik,1,10.287,-,-
Ajan-Unejs,Ajan-Unejs,1,10.287,-,-
Ajas,Ajas,5,4.151,2,1.219
Ajay,Ajay,4,4.736,-,-
Ajaydeep,Ajaydeep,1,10.287,1,1.772
Ajaypal,Ajaypal,2,7.058,-,-
Ajayuir,Ajayuir,1,10.287,-,-
Ajaz,Ajaz,2,7.058,-,-
Ajbel,Ajbel,1,10.287,-,-
Ajdamir,Ajdamir,1,10.287,-,-
Ajdar,Ajdar,1,10.287,-,-
Ajdin,Ajdin,303,360,11,400
Ajdin-Dino,Ajdin-Dino,1,10.287,-,-
Ajeet,Ajeet,1,10.287,-,-
Ajet,Ajet,10,2.802,-,-
Ajhan,Ajhan,1,10.287,-,-
Ajit,Ajit,4,4.736,-,-
Ajlan,Ajlan,20,1.840,5,701
Ajlen,Ajlen,7,3.427,-,-
Ajmal,Ajmal,3,5.593,-,-
Ajman,Aiman,4,4.736,1,1.772
Ajni,Ajni,1,10.287,-,-
Ajnur,Ajnur,10,2.802,1,1.772
Ajon,Ajon,1,10.287,-,-
Ajoscha,Ajoscha,1,10.287,-,-
Ajredin,Ajredin,1,10.287,-,-
Ajrus,Ajrus,1,10.287,-,-
Ajrush,Ajrush,1,10.287,-,-
Ajub,Ajub,11,2.647,-,-
Ajun,Ajun,1,10.287,-,-
Akaal,Akaal,1,10.287,1,1.772
Akaash,Akaash,1,10.287,-,-
Akachukwu,Akachukwu,1,10.287,-,-
Akad,Akad,1,10.287,-,-
Akai,Akai,1,10.287,-,-
Akaiah,Akaiah,1,10.287,-,-
Akain,Akain,1,10.287,-,-
Akàin,Akain,1,10.287,-,-
Akan,Akan,1,10.287,-,-
Akanay,Akanay,1,10.287,-,-
Akar,Akar,1,10.287,-,-
Akash,Akash,4,4.736,-,-
Akashbabu,Akashbabu,1,10.287,-,-
Akashdeep,Akashdeep,2,7.058,-,-
Akashpreet,Akashpreet,1,10.287,1,1.772
Akay,Akay,21,1.784,1,1.772
Akbar,Akbar,4,4.736,-,-
Akcan,Akcan,1,10.287,-,-
Akeem,Akeem,1,10.287,-,-
Akein,Akein,1,10.287,-,-
Akeno,Akeno,1,10.287,-,-
Akhdan,Akhdan,1,10.287,-,-
Akhel,Akhel,1,10.287,-,-
Akhere,Akhere,1,10.287,-,-
Akhiad,Akhiad,1,10.287,-,-
Akhil,Akhil,4,4.736,-,-
Akhilan,Akhilan,1,10.287,-,-
Akhilesh,Akhilesh,1,10.287,-,-
Akhmed,Akhmed,2,7.058,-,-
Aki,Aki,3,5.593,-,-
Akiba,Akiba,1,10.287,-,-
Akif,Akif,66,898,5,701
Akif-Enes,Akif-Enes,1,10.287,-,-
Akif-Selim,Akif-Selim,1,10.287,-,-
Akihiro,Akihiro,1,10.287,-,-
Akihito,Akihito,1,10.287,-,-
Akik,Akik,1,10.287,-,-
Akil,Akil,18,1.971,1,1.772
Akil-Al,Akil-Al,1,10.287,-,-
Akim,Joachim,23,1.687,1,1.772
Akim-Dominik,Akim-Dominik,1,10.287,1,1.772
Akim-Manuel,Akim-Manuel,1,10.287,-,-
Akin,Akin,66,898,2,1.219
Akın,Akin,5,4.151,-,-
Akinalp,Akinalp,1,10.287,-,-
Akio,Akio,1,10.287,-,-
Akira,Akira,10,2.802,1,1.772
Akis,Akis,2,7.058,-,-
Akito,Akito,2,7.058,-,-
Akiva,Akiva,3,5.593,1,1.772
Akive,Akive,1,10.287,-,-
Aklil,Aklil,1,10.287,-,-
Akmal,Akmal,1,10.287,-,-
Ako,Ako,1,10.287,-,-
Akono,Akono,1,10.287,-,-
Akos,Ákos,3,5.593,-,-
Ákos,Ákos,23,1.687,3,969
Akos-Zoltán,Akos-Zoltán,1,10.287,-,-
Akram,Ekrem,46,1.131,1,1.772
Akrama,Akrama,1,10.287,-,-
Akraman,Akraman,3,5.593,-,-
Akram-Maksim,Akram-Maksim,1,10.287,-,-
Akrem,Akrem,1,10.287,-,-
Akrish,Akrish,1,10.287,1,1.772
Aksa,Aksa,1,10.287,-,-
Aksel,Axel,10,2.802,1,1.772
Akseli,Akseli,2,7.058,-,-
Aksentije,Aksentije,4,4.736,2,1.219
Akshay,Akshay,1,10.287,-,-
Akshdeep,Akshdeep,1,10.287,-,-
Akshobhya,Akshobhya,1,10.287,-,-
Aksil,Aksil,1,10.287,-,-
Aktan,Aktan,3,5.593,-,-
Akua,Akua,1,10.287,-,-
Akuian,Akuian,1,10.287,-,-
Akul,Akul,1,10.287,-,-
Al,Al,10,2.802,-,-
Ala,Ala,2,7.058,-,-
Alaa,Alaa,13,2.407,2,1.219
Alaadin,Aldin,2,7.058,-,-
Alaaeldin,Alaaeldin,1,10.287,-,-
Alaattin,Aldin,1,10.287,-,-
Alabo,Alabo,1,10.287,-,-
Aladdin,Aldin,6,3.749,1,1.772
Aladin,Aldin,19,1.900,1,1.772
Alaeddin,Aldin,1,10.287,-,-
Alaeddine,Aldin,1,10.287,-,-
Alaeldin,Alaeldin,1,10.287,-,-
Alaga,Alaga,1,10.287,-,-
Alai,Alai,1,10.287,-,-
Alain,Alen,29,1.469,-,-
Alain-Etienne,Alain-Etienne,1,10.287,-,-
Alain-Philippe,Alain-Philippe,1,10.287,-,-
Alain-Tolunay,Alain-Tolunay,1,10.287,-,-
Alajdin,Alajdin,1,10.287,-,-
Alam,Alam,1,10.287,-,-
Alamande,Alamande,1,10.287,-,-
Alamdar,Alamdar,2,7.058,-,-
Alamin,Alamin,1,10.287,-,-
Alamir,Alamir,2,7.058,1,1.772
Alamzeb,Alamzeb,1,10.287,-,-
Alan,Alen,203,454,14,354
Alán,Alen,1,10.287,-,-
Aland,Aland,20,1.840,1,1.772
Alanizhalan,Alanizhalan,1,10.287,-,-
Alaric,Alaric,2,7.058,-,-
Alarich,Alarich,3,5.593,-,-
Alaron,Alaron,1,10.287,-,-
Alas,Alas,2,7.058,1,1.772
Alasan,Alasan,1,10.287,-,-
Alasana,Alasana,2,7.058,-,-
Alastair,Alexander,1,10.287,-,-
Alattin,Alattin,1,10.287,-,-
Alaudin,Alaudin,3,5.593,-,-
Alawi,Alawi,1,10.287,1,1.772
Alaz,Alaz,9,2.968,1,1.772
Alban,Alban,74,837,-,-
Alban-Binak,Alban-Binak,1,10.287,-,-
Albanit,Albanit,4,4.736,-,-
Albano,Alban,5,4.151,-,-
Albanor,Albanor,2,7.058,-,-
Albara,Albara,1,10.287,-,-
Albaraa,Albaraa,1,10.287,-,-
Albaro,Albaro,1,10.287,-,-
Albatrit,Albatrit,5,4.151,-,-
Albdon,Albdon,1,10.287,-,-
Albehar,Albehar,1,10.287,-,-
Alben,Alben,2,7.058,-,-
Alberis,Alberis,1,10.287,-,-
Albert,Albert,745,190,31,199
Albert-André,Albert-André,1,10.287,-,-
Albert-Andreas,Albert-Andreas,1,10.287,-,-
Albert-Boto,Albert-Boto,1,10.287,-,-
Albert-Cǎlin,Albert-Cǎlin,1,10.287,-,-
Albert-Dominik,Albert-Dominik,1,10.287,1,1.772
Albert-Julius,Albert-Julius,1,10.287,-,-
Albert-Marian,Albert-Marian,1,10.287,-,-
Albert-Matteo,Albert-Matteo,1,10.287,-,-
Alberto,Albert,51,1.063,4,815
Alberto-Alexandru,Alberto-Alexandru,1,10.287,-,-
Alberto-David,Alberto-David,1,10.287,-,-
Alberto-Marian,Alberto-Marian,1,10.287,-,-
Albes,Albes,3,5.593,-,-
Albet,Albet,1,10.287,-,-
Albi,Albi,17,2.047,-,-
Albian,Albian,6,3.749,-,-
Albie,Albie,2,7.058,-,-
Albijan,Albijan,3,5.593,-,-
Albijes,Albijes,1,10.287,-,-
Albijon,Albijon,9,2.968,-,-
Albin,Albin,303,360,9,452
Albinat,Albinat,1,10.287,-,-
Albin-David,Albin-David,1,10.287,-,-
Albin-Muris,Albin-Muris,1,10.287,-,-
Albinot,Albinot,4,4.736,-,-
Albion,Albion,60,954,2,1.219
Albionit,Albionit,1,10.287,-,-
Albior,Albior,1,10.287,-,-
Albios,Albios,1,10.287,-,-
Albjan,Albjan,1,10.287,-,-
Albnor,Albnor,1,10.287,-,-
Albors,Albors,1,10.287,-,-
Albrecht,Albert,35,1.316,1,1.772
Albrim,Albrim,4,4.736,-,-
Albrin,Albrin,1,10.287,-,-
Albrit,Albrit,1,10.287,-,-
Albuin,Elvin,2,7.058,-,-
Albwin-Francesco,Albwin-Francesco,1,10.287,-,-
Alby,Alby,1,10.287,-,-
Al-Deen,Al-Deen,1,10.287,-,-
Alden,Alden,10,2.802,-,-
Aldi,Aldi,3,5.593,-,-
Aldian,Aldian,2,7.058,-,-
Aldijan,Aldijan,2,7.058,-,-
Aldin,Aldin,253,399,10,426
Al-Din,Aldin,2,7.058,-,-
Aldino,Aldin,7,3.427,-,-
Aldion,Aldion,9,2.968,-,-
Aldis,Aldis,3,5.593,-,-
Aldison,Aldison,1,10.287,-,-
Aldit,Aldit,1,10.287,-,-
Aldiyar,Aldiyar,1,10.287,-,-
Aldo,Aldo,11,2.647,-,-
Aldo-Marcel,Aldo-Marcel,1,10.287,-,-
Aldon,Aldon,4,4.736,-,-
Aldor,Aldor,1,10.287,-,-
Aldrich,Aldrich,2,7.058,-,-
Aldrin,Aldrin,16,2.139,2,1.219
Aldrit,Aldrit,3,5.593,-,-
Alean,Alean,2,7.058,2,1.219
Aleandro,Alexander,13,2.407,1,1.772
Aleazar,Aleazar,1,10.287,-,-
Alec,Alex,18,1.971,-,-
Alechandro,Alexander,2,7.058,-,-
Alecs,Alecs,1,10.287,1,1.772
Alecsandru,Alecsandru,1,10.287,-,-
Aled,Aled,1,10.287,-,-
Aledin,Aledin,1,10.287,-,-
Aleef,Aleef,1,10.287,-,-
Aleem,Aleem,1,10.287,-,-
Alef,Alef,1,10.287,-,-
Alehandro,Alexander,7,3.427,-,-
Alehandro-Diego,Alehandro-Diego,1,10.287,-,-
Aleister,Aleister,1,10.287,-,-
Alejandro,Alexander,72,853,1,1.772
Alejo,Alessio,4,4.736,-,-
Alek,Alek,16,2.139,3,969
Aleko,Aleko,1,10.287,-,-
Alekos,Alekos,1,10.287,-,-
Aleks,Alex,40,1.224,4,815
Aleksa,Alex,168,506,20,284
Aleksandar,Alexander,977,162,49,135
Aleksandăr,Alexander,1,10.287,1,1.772
Aleksandar-Aca,Aleksandar-Aca,1,10.287,-,-
Aleksandar-Gabriel,Aleksandar-Gabriel,1,10.287,-,-
Aleksandar-Milan,Aleksandar-Milan,1,10.287,-,-
Aleksandar-Predrag,Aleksandar-Predrag,1,10.287,-,-
Aleksandar-Rajko,Aleksandar-Rajko,1,10.287,-,-
Aleksander,Alexander,227,420,21,271
Aleksandër,Alexander,2,7.058,-,-
Aleksandr,Alexander,8,3.186,1,1.772
Aleksandro,Alexander,12,2.530,-,-
Aleksandru,Alexander,1,10.287,-,-
Aleksei,Alessio,5,4.151,-,-
Aleksej,Alessio,178,488,38,169
Aleksej-Joao,Aleksej-Joao,1,10.287,-,-
Aleksey,Alessio,4,4.736,-,-
Aleksi,Alessio,6,3.749,-,-
Aleksian,Aleksian,1,10.287,-,-
Aleksij,Aleksij,1,10.287,1,1.772
Aleksije,Alessio,5,4.151,1,1.772
Aleksis,Alessio,1,10.287,-,-
Alekssandro,Alexander,1,10.287,-,-
Aleksy,Alessio,3,5.593,-,-
Alem,Alem,80,796,4,815
Alemdar,Alemdar,2,7.058,-,-
Alen,Alen,283,384,13,371
Alén,Alen,1,10.287,1,1.772
Alend,Alend,9,2.968,3,969
Alen-David,Alen-David,1,10.287,-,-
Alender,Alender,1,10.287,-,-
Alen-Elias,Alen-Elias,1,10.287,-,-
Alen-Ionas,Alen-Ionas,1,10.287,-,-
Alenko,Alenko,1,10.287,-,-
Alen-Leonardo,Alen-Leonardo,1,10.287,-,-
Alenyo,Alenyo,1,10.287,-,-
Aleo,Aleo,3,5.593,2,1.219
Aleph,Aleph,2,7.058,-,-
Aleqsandros,Aleqsandros,1,10.287,-,-
Alerio,Alerio,4,4.736,1,1.772
Alesandro,Alexander,33,1.368,-,-
Alesandro-André,Alesandro-André,1,10.287,-,-
Alesandro-Levin,Alesandro-Levin,1,10.287,-,-
Alesio,Alessio,6,3.749,2,1.219
Aleska,Aleska,1,10.287,-,-
Alessander,Alexander,1,10.287,-,-
Alessandro,Alexander,890,174,29,214
Aléssandro,Alexander,1,10.287,-,-
Alessandro-Ahmed,Alessandro-Ahmed,1,10.287,-,-
Alessandro-Angelo,Alessandro-Angelo,2,7.058,-,-
Alessandro-Antonio,Alessandro-Antonio,1,10.287,-,-
Alessandro-Boris,Alessandro-Boris,1,10.287,-,-
Alessandro-Christian,Alessandro-Christian,1,10.287,-,-
Alessandro-Joel,Alessandro-Joel,1,10.287,-,-
Alessandro-Juliano,Alessandro-Juliano,1,10.287,1,1.772
Alessandro-Matteo,Alessandro-Matteo,1,10.287,-,-
