Liste aller jemals vergebenen ersten Mädchennamen 1984-2020,,,,,
,,,,,
Vorname,,Anzahl,Rang,Anzahl,Rang
Makeme,Makeme,1,11.285,-,-
Makena,Makena,2,7.847,-,-
Makfiret,Makfiret,2,7.847,-,-
Maki,Maki,2,7.847,-,-
Makiesse,Makiesse,1,11.285,-,-
Makine,Makine,1,11.285,-,-
Makk,Makk,1,11.285,-,-
Makka,Makka,30,1.695,1,1.853
Makkah,Makkah,5,4.717,1,1.853
Makrina,Makrina,1,11.285,-,-
Maksalena,Maksalena,1,11.285,-,-
Maksalina,Maksalina,5,4.717,-,-
Maksima,Maksima,1,11.285,-,-
Maksude,Maksude,1,11.285,-,-
Mala,Mala,13,2.775,-,-
Malaak,Malaak,2,7.847,-,-
Malahat,Malahat,1,11.285,1,1.853
Malaika,Melek,28,1.768,2,1.301
Malaikha,Malaikha,1,11.285,-,-
Malak,Melek,109,781,13,380
Malake,Malake,1,11.285,-,-
Malala,Malala,3,6.297,1,1.853
Malalai,Malalai,1,11.285,-,-
Malalay,Malalay,1,11.285,-,-
Malani,Malani,1,11.285,-,-
Malati,Malati,1,11.285,-,-
Malavika,Malavika,1,11.285,-,-
Malaya,Malaya,4,5.342,1,1.853
Malda,Malda,1,11.285,-,-
Malea,Malea,106,792,29,210
Malea-Aurelia,Malea-Aurelia,1,11.285,-,-
Maleah,Maleah,4,5.342,1,1.853
Malee,Malee,1,11.285,-,-
Maleea,Maleea,1,11.285,-,-
Maleeha,Maleeha,1,11.285,1,1.853
Maleen,Malin,42,1.388,2,1.301
Maleika,Maleika,3,6.297,-,-
Maleïnka,Maleïnka,1,11.285,-,-
Malek,Malek,9,3.385,-,-
Maleka,Maleka,4,5.342,-,-
Malén,Malén,1,11.285,-,-
Malena,Malena,173,584,7,573
Malèna,Malena,2,7.847,1,1.853
Malena-Anna,Malena-Anna,1,11.285,-,-
Malena-Maxima,Malena-Maxima,1,11.285,-,-
Malene,Malena,16,2.456,-,-
Malene-Sofia,Malene-Sofia,1,11.285,-,-
Maleni,Maleni,1,11.285,-,-
Maleya,Maleya,2,7.847,-,-
Malhat,Malhat,1,11.285,-,-
Mali,Mali,30,1.695,3,1.027
Malia,Malia,167,597,39,168
Malia-Elena,Malia-Elena,1,11.285,-,-
Maliah,Maliah,9,3.385,2,1.301
Malia-Natalia,Malia-Natalia,1,11.285,-,-
Malia-Rosa,Malia-Rosa,1,11.285,-,-
Malica,Malica,1,11.285,-,-
Malie,Malie,7,3.894,2,1.301
Malien,Malien,5,4.717,-,-
Malies,Malies,6,4.246,-,-
Maliha,Maliha,12,2.905,-,-
Malihe,Malihe,1,11.285,-,-
Malija,Malija,1,11.285,-,-
Malija-Leya,Malija-Leya,1,11.285,-,-
Malika,Melike,67,1.043,9,479
Malika-Avina,Malika-Avina,1,11.285,-,-
Malika-Mia,Malika-Mia,1,11.285,-,-
Malika-Stella,Malika-Stella,1,11.285,-,-
Malike,Malike,1,11.285,-,-
Malin,Malin,91,877,8,525
Malina,Malina,206,528,25,240
Malina-Anna,Malina-Anna,1,11.285,-,-
Malina-Collien,Malina-Collien,1,11.285,1,1.853
Malina-Emilia,Malina-Emilia,1,11.285,1,1.853
Malina-Louisa,Malina-Louisa,1,11.285,1,1.853
Malinda,Melinda,2,7.847,-,-
Maline,Maline,2,7.847,-,-
Malini,Malini,2,7.847,-,-
Malinna,Malinna,1,11.285,-,-
Malis,Malis,1,11.285,-,-
Malisa,Malisa,6,4.246,1,1.853
Malissa,Malissa,1,11.285,1,1.853
Maliya,Maliya,7,3.894,1,1.853
Maliyah,Maliyah,2,7.847,-,-
Malka,Malka,9,3.385,1,1.853
Malki,Malki,2,7.847,-,-
Malky,Malky,1,11.285,-,-
Mallak,Mallak,2,7.847,-,-
Malli,Malli,1,11.285,-,-
Mallika,Mallika,2,7.847,-,-
Mally,Mally,1,11.285,-,-
Málna,Málna,3,6.297,-,-
Malomile,Malomile,1,11.285,-,-
Malou,Malou,46,1.329,9,479
Maltina,Maltina,1,11.285,-,-
Malu,Malu,16,2.456,3,1.027
Maluna,Maluna,2,7.847,-,-
Malva,Malva,10,3.195,-,-
Malveén,Malveén,1,11.285,-,-
Malvesa,Malvesa,1,11.285,-,-
Malvi,Malvi,1,11.285,-,-
Malvina,Malvina,8,3.604,-,-
Malvína,Malvina,1,11.285,-,-
Malvine,Malvine,3,6.297,-,-
Malwina,Malvina,4,5.342,-,-
Malwine,Malwine,2,7.847,-,-
Maly,Maly,1,11.285,-,-
Malyn,Malin,1,11.285,-,-
Malyon,Malyon,1,11.285,1,1.853
Malza,Malza,2,7.847,-,-
Mame,Mame,2,7.847,-,-
Mamfatou,Mamfatou,1,11.285,-,-
Mamuriye,Mamuriye,1,11.285,-,-
Mamuun,Mamuun,1,11.285,-,-
Mana,Mana,5,4.717,1,1.853
Manaal,Manaal,4,5.342,-,-
Manaar,Manaar,1,11.285,-,-
Manahal,Manahal,1,11.285,-,-
Manahel,Manahel,2,7.847,-,-
Manahil,Manahil,3,6.297,-,-
Manaia,Manaia,1,11.285,1,1.853
Manal,Manal,19,2.208,3,1.027
Manalin,Manalin,1,11.285,-,-
Mana-Marielle,Mana-Marielle,1,11.285,-,-
Manami,Manami,2,7.847,-,-
Manana,Manana,3,6.297,-,-
Manar,Manar,23,1.964,1,1.853
Manara,Manara,1,11.285,-,-
Manasa,Manasa,1,11.285,-,-
Manassa,Manassa,2,7.847,1,1.853
Manaswini,Manaswini,1,11.285,-,-
Manata,Manata,1,11.285,-,-
Mana-Teresa,Mana-Teresa,1,11.285,-,-
Manda,Manda,5,4.717,1,1.853
Mandana,Mandana,13,2.775,-,-
Mandeep,Mandeep,1,11.285,-,-
Mandeq,Mandeq,3,6.297,-,-
Mandie,Mandy,1,11.285,-,-
Mandip,Mandip,2,7.847,-,-
Mandira,Mandira,2,7.847,-,-
Mandisa,Mandisa,1,11.285,1,1.853
Mandiv,Mandiv,1,11.285,-,-
Mandolina,Mandolina,1,11.285,-,-
Mandra,Mandra,1,11.285,-,-
Mandukhai,Mandukhai,1,11.285,-,-
Mandy,Mandy,74,967,2,1.301
Mandy-Isabell,Mandy-Isabell,1,11.285,-,-
Mane,Mane,8,3.604,1,1.853
Maneet,Maneet,2,7.847,-,-
Manel,Manel,4,5.342,-,-
Maneli,Maneli,10,3.195,2,1.301
Maneli-Rose,Maneli-Rose,1,11.285,-,-
Manelle,Manelle,1,11.285,-,-
Manesa,Manesa,7,3.894,1,1.853
Manessa,Manessa,7,3.894,-,-
Maneta,Maneta,1,11.285,-,-
Manha,Manha,12,2.905,-,-
Manilla,Manilla,1,11.285,-,-
Manina,Manina,8,3.604,-,-
Manina-Claire,Manina-Claire,1,11.285,-,-
Manina-Elea,Manina-Elea,1,11.285,-,-
Maninder,Maninder,1,11.285,-,-
Manira,Manira,1,11.285,-,-
Manisa,Manisa,8,3.604,2,1.301
Manischa,Manischa,1,11.285,-,-
Manisha,Manisha,8,3.604,-,-
Manissa,Manissa,4,5.342,1,1.853
Manita,Manita,1,11.285,-,-
Maniya,Maniya,1,11.285,-,-
Manizeh,Manizeh,1,11.285,-,-
Manja,Manja,16,2.456,-,-
Manjana,Manjana,7,3.894,-,-
Manjana-Maria,Manjana-Maria,1,11.285,-,-
Manjola,Manjola,1,11.285,-,-
Manjot,Manjot,2,7.847,-,-
Manju,Manju,2,7.847,-,-
Manka,Manka,1,11.285,-,-
Mankahnwuh,Mankahnwuh,1,11.285,-,-
Mankeerat,Mankeerat,1,11.285,-,-
Mankirat,Mankirat,2,7.847,-,-
Manmeet,Manmeet,5,4.717,-,-
Manmohani,Manmohani,1,11.285,-,-
Manna,Manna,1,11.285,-,-
Mannat,Mannat,19,2.208,2,1.301
Mannatpreet,Mannatpreet,1,11.285,-,-
Manoa,Manoa,1,11.285,-,-
Manola,Manola,1,11.285,-,-
Manolia,Manolia,1,11.285,1,1.853
Manolja,Manolja,1,11.285,-,-
Manolya,Manolya,13,2.775,-,-
Manom,Manom,1,11.285,-,-
Manon,Manon,44,1.361,2,1.301
Manon-Kristin,Manon-Kristin,1,11.285,-,-
Manon-Margaux,Manon-Margaux,1,11.285,-,-
Manoor,Manoor,1,11.285,-,-
Manora,Manora,2,7.847,-,-
Manou,Manou,2,7.847,-,-
Manouk,Manouk,1,11.285,-,-
Manpreet,Manpreet,5,4.717,-,-
Manraj,Manraj,1,11.285,-,-
Manreet,Manreet,5,4.717,-,-
Manroop,Manroop,5,4.717,-,-
Mansaroop,Mansaroop,1,11.285,-,-
Mansata,Mansata,1,11.285,-,-
Manseerat,Manseerat,1,11.285,-,-
Mansimar,Mansimar,1,11.285,-,-
Mansimran,Mansimran,1,11.285,-,-
Mansirat,Mansirat,4,5.342,-,-
Mansure,Mansure,1,11.285,-,-
Mantaaj,Mantaaj,1,11.285,-,-
Mantashaa,Mantashaa,1,11.285,-,-
Manu,Manu,1,11.285,-,-
Manuela,Manuela,4.995,72,4,854
Manuela-Antonia,Manuela-Antonia,1,11.285,-,-
Manuela-Corinna,Manuela-Corinna,1,11.285,-,-
Manuela-Lydia,Manuela-Lydia,1,11.285,-,-
Manuele,Manuele,1,11.285,-,-
Manuella,Manuella,4,5.342,-,-
Manujela,Manujela,1,11.285,-,-
Manuka,Manuka,2,7.847,-,-
Manush,Manush,1,11.285,-,-
Manu-Sophie,Manu-Sophie,1,11.285,-,-
Manveer,Manveer,2,7.847,-,-
Manvi,Manvi,1,11.285,-,-
Manvinder,Manvinder,1,11.285,-,-
Manya,Manya,1,11.285,-,-
Mao,Mao,1,11.285,-,-
Maolinn,Maolinn,1,11.285,-,-
Maori,Maori,2,7.847,-,-
Maqdis,Maqdis,1,11.285,-,-
Mar,Mar,2,7.847,1,1.853
Mara,Mara,1.191,189,72,99
Mara-Elisa,Mara-Elisa,1,11.285,-,-
Marafi,Marafi,1,11.285,-,-
Mara-Galina,Mara-Galina,1,11.285,-,-
Marah,Mara,31,1.669,2,1.301
Mara-Helene,Mara-Helene,1,11.285,-,-
Marah-Lena,Marah-Lena,1,11.285,-,-
Marai,Marai,1,11.285,-,-
Maraia,Maraia,1,11.285,-,-
Maraike,Mareike,3,6.297,-,-
Maraim,Maraim,1,11.285,-,-
Mara-Johanna,Mara-Johanna,1,11.285,-,-
Maral,Maral,21,2.073,1,1.853
Maralaa,Maralaa,1,11.285,-,-
Maral-Christine,Maral-Christine,1,11.285,-,-
Maraleen,Maraleen,1,11.285,-,-
Mara-Lena,Mara-Lena,1,11.285,-,-
Maral-Erdene,Maral-Erdene,1,11.285,-,-
Maralgoo,Maralgoo,1,11.285,-,-
Mara-Lisa,Mara-Lisa,1,11.285,-,-
Mara-Luisa,Mara-Luisa,1,11.285,-,-
Mara-Luna,Mara-Luna,1,11.285,-,-
Maram,Maram,35,1.552,1,1.853
Mara-Marcella,Mara-Marcella,1,11.285,-,-
Mara-Margareta,Mara-Margareta,1,11.285,-,-
Mara-Margarete,Mara-Margarete,1,11.285,-,-
Mara-Maria,Mara-Maria,1,11.285,-,-
Mara-Melanie,Mara-Melanie,1,11.285,-,-
Marana,Marana,1,11.285,-,-
Mara-Olivia,Mara-Olivia,1,11.285,-,-
Mara-Regina,Mara-Regina,1,11.285,-,-
Mara-Sophia,Mara-Sophia,1,11.285,-,-
Mara-Sophie,Mara-Sophie,5,4.717,1,1.853
Mara-Stefania,Mara-Stefania,1,11.285,1,1.853
Mara-Talula,Mara-Talula,1,11.285,-,-
Mara-Vanessa,Mara-Vanessa,1,11.285,-,-
Maray,Maray,1,11.285,-,-
Maraya,Maraya,4,5.342,1,1.853
Marcela,Marcella,18,2.286,-,-
Marčela,Marcella,1,11.285,-,-
Marcelina,Marcelina,21,2.073,1,1.853
Marceline,Marcelina,2,7.847,1,1.853
Marcella,Marcella,133,692,1,1.853
Marcelle,Marcella,1,11.285,-,-
Marcellina,Marcelina,2,7.847,-,-
Marcelline,Marcelina,1,11.285,-,-
Marcha,Marcha,14,2.668,-,-
Marcia,Marcia,15,2.553,-,-
Marcia-Justina,Marcia-Justina,1,11.285,-,-
Marcialle,Marcialle,1,11.285,-,-
Marciana,Marciana,1,11.285,-,-
Marcia-Rose,Marcia-Rose,1,11.285,-,-
Marc-Luis,Marc-Luis,1,11.285,-,-
Marco,Marco,4,5.342,-,-
Marcy,Marcy,2,7.847,-,-
Mardin,Mardin,1,11.285,-,-
Mare,Mare,3,6.297,1,1.853
Marea,Marea,3,6.297,-,-
Maream,Maream,1,11.285,-,-
Maree,Maree,1,11.285,-,-
Mareen,Marina,18,2.286,-,-
Mareera,Mareera,1,11.285,-,-
Marei,Marei,9,3.385,1,1.853
Marei-Christin,Marei-Christin,1,11.285,-,-
Mareika,Mareika,2,7.847,-,-
Mareike,Mareike,152,644,-,-
Mareim,Mareim,1,11.285,-,-
Marela,Marela,1,11.285,-,-
Marele,Marele,1,11.285,-,-
Marelie,Marelie,1,11.285,-,-
Marelin,Marelin,1,11.285,-,-
Marella,Marella,4,5.342,-,-
Marem,Marem,4,5.342,-,-
Maren,Marina,130,702,3,1.027
Marena,Marena,10,3.195,-,-
Maren-Sophia,Maren-Sophia,1,11.285,-,-
Mares,Mares,1,11.285,-,-
Maresa,Maresa,26,1.840,2,1.301
Maresa-Maria,Maresa-Maria,1,11.285,-,-
Maret,Maret,6,4.246,-,-
Mareta,Mareta,1,11.285,-,-
Marfa,Marfa,3,6.297,-,-
Margaery,Margaery,1,11.285,-,-
Margalide,Margalide,1,11.285,-,-
Margalit,Margalit,1,11.285,-,-
Margane,Margane,1,11.285,-,-
Margaret,Margarete,14,2.668,-,-
Margareta,Margarete,131,699,8,525
Margaréta,Margarete,3,6.297,-,-
Margarèta,Margarete,1,11.285,-,-
Margareta-Maria,Margareta-Maria,1,11.285,-,-
Margarete,Margarete,144,659,3,1.027
Margarete-Lieselotte,Margarete-Lieselotte,1,11.285,-,-
Margaret-Elisabeth,Margaret-Elisabeth,1,11.285,-,-
Margarete-Sabine,Margarete-Sabine,1,11.285,-,-
Margareth,Margarete,9,3.385,-,-
Margaretha,Margarete,105,795,7,573
Margaretha-Helene,Margaretha-Helene,1,11.285,-,-
Margarethe,Margarete,140,673,1,1.853
Margarethe-Edith,Margarethe-Edith,1,11.285,-,-
Margaret-Mariam,Margaret-Mariam,1,11.285,-,-
Margarida,Margarete,3,6.297,-,-
Margarita,Margarete,126,714,1,1.853
Margaritha,Margarete,19,2.208,-,-
Margaritta,Margarete,2,7.847,-,-
Margaux,Margot,7,3.894,1,1.853
Margaux-Isabel,Margaux-Isabel,1,11.285,-,-
Margerita,Margarete,4,5.342,-,-
Margharita,Margarete,1,11.285,-,-
Margherita,Margarete,42,1.388,2,1.301
Margit,Margit,547,295,-,-
Margita,Margit,4,5.342,-,-
Margith,Margit,1,11.285,-,-
Margit-Joan,Margit-Joan,1,11.285,-,-
Margit-Melissa,Margit-Melissa,1,11.285,-,-
Margitta,Margit,2,7.847,-,-
Margo,Margo,4,5.342,1,1.853
Margo-Marie,Margo-Marie,1,11.285,-,-
Margot,Margot,118,746,1,1.853
Margot-Jasmin,Margot-Jasmin,1,11.285,-,-
Margret,Margarete,114,763,1,1.853
Margrét,Margarete,2,7.847,-,-
Margreth,Margreth,25,1.882,-,-
Margrethe,Margarete,1,11.285,-,-
Margriet,Margreth,1,11.285,-,-
Margrit,Margreth,3,6.297,1,1.853
Margritta,Margarete,1,11.285,-,-
Marguerite,Margarete,3,6.297,-,-
Marguérite,Margarete,1,11.285,-,-
Marguerite-Camille,Marguerite-Camille,1,11.285,-,-
Margund,Margund,1,11.285,-,-
Marha,Marha,7,3.894,-,-
Mari,Marie,37,1.496,3,1.027
Marí,Marie,1,11.285,-,-
Maria,Marie,9.450,32,194,43
María,Marie,3,6.297,1,1.853
Mária,Marie,9,3.385,-,-
Maria-Abegail,Maria-Abegail,1,11.285,-,-
Maria-Adelina,Maria-Adelina,1,11.285,-,-
Maria-Agnes,Maria-Agnes,1,11.285,-,-
Maria-Alessia,Maria-Alessia,1,11.285,-,-
Maria-Alexa,Maria-Alexa,1,11.285,-,-
Maria-Alexandra,Maria-Alexandra,5,4.717,-,-
Maria-Alexia,Maria-Alexia,1,11.285,-,-
Maria-Alisa,Maria-Alisa,1,11.285,-,-
Maria-Alma,Maria-Alma,1,11.285,-,-
Maria-Amelie,Maria-Amelie,1,11.285,-,-
Maria-Anastasia,Maria-Anastasia,1,11.285,-,-
Maria-Andrea,Maria-Andrea,1,11.285,-,-
Maria-Andreea,Maria-Andreea,2,7.847,-,-
Maria-Angela,Maria-Angela,1,11.285,-,-
Maria-Angelica,Maria-Angelica,1,11.285,-,-
Maria-Angelika,Maria-Angelika,1,11.285,-,-
Maria-Anna,Marianne,35,1.552,-,-
Maria-Antonia,Maria-Antonia,9,3.385,-,-
Maria-Arabella,Maria-Arabella,1,11.285,-,-
Maria-Arianna,Maria-Arianna,1,11.285,-,-
Maria-Assunta,Maria-Assunta,2,7.847,-,-
Maria-Aurelia,Maria-Aurelia,1,11.285,-,-
Maria-Aurielle,Maria-Aurielle,1,11.285,-,-
Maria-Barbara,Maria-Barbara,1,11.285,-,-
Maria-Beate,Maria-Beate,1,11.285,-,-
Maria-Belen,Maria-Belen,1,11.285,-,-
Maria-Bernadetta,Maria-Bernadetta,2,7.847,-,-
Maria-Bernadette,Maria-Bernadette,4,5.342,-,-
Maria-Bettina,Maria-Bettina,2,7.847,-,-
Maria-Blanca,Maria-Blanca,1,11.285,-,-
Maria-Carmen,Maria-Carmen,1,11.285,-,-
Maria-Catarina,Maria-Katharina,1,11.285,-,-
Maria-Cecilia,Maria-Cecilia,1,11.285,-,-
Maria-Charlotte,Maria-Charlotte,1,11.285,-,-
Maria-Christin,Maria-Christin,2,7.847,-,-
Maria-Christina,Marie-Christin,15,2.553,-,-
Maria-Christine,Maria-Christine,8,3.604,-,-
Maria-Claire,Maria-Claire,1,11.285,-,-
Maria-Clara,Maria-Clara,2,7.847,-,-
Maria-Clea,Maria-Clea,1,11.285,-,-
Maria-Coletta,Maria-Coletta,1,11.285,-,-
Maria-Concetta,Maria-Concetta,2,7.847,-,-
Maria-Criszell,Maria-Criszell,1,11.285,-,-
Maria-Daiana,Maria-Daiana,1,11.285,-,-
Maria-Daniela,Maria-Daniela,1,11.285,-,-
Maria-Dolores,Maria-Dolores,2,7.847,-,-
Maria-Edith,Maria-Edith,1,11.285,-,-
Maria-Elen,Maria-Elen,1,11.285,-,-
Maria-Elena,Maria-Elena,8,3.604,-,-
Maria-Eleni,Maria-Eleni,1,11.285,-,-
Maria-Elisa,Maria-Elisa,3,6.297,-,-
Maria-Elisabeth,Maria-Elisabeth,23,1.964,-,-
Maria-Eloisa,Maria-Eloisa,1,11.285,-,-
Maria-Emerika,Maria-Emerika,1,11.285,-,-
Maria-Emilia,Maria-Emilia,1,11.285,-,-
Maria-Emily,Maria-Emily,1,11.285,-,-
Maria-Esteli,Maria-Esteli,1,11.285,-,-
Maria-Eva,Maria-Eva,1,11.285,-,-
Maria-Fatima,Maria-Fatima,1,11.285,-,-
Maria-Fernanda,Maria-Fernanda,1,11.285,-,-
Maria-Flora,Maria-Flora,1,11.285,-,-
Maria-Florentine,Maria-Florentine,1,11.285,-,-
Maria-Foz,Maria-Foz,1,11.285,-,-
Maria-Gabriela,Maria-Gabriela,5,4.717,1,1.853
Maria-Galina,Maria-Galina,1,11.285,-,-
Maria-Georgeta,Maria-Georgeta,1,11.285,-,-
Mariagloria,Mariagloria,1,11.285,-,-
Maria-Gratia,Maria-Gratia,1,11.285,-,-
Mariagrazia,Mariagrazia,1,11.285,-,-
Mariah,Marie,5,4.717,-,-
Maria-Hannah,Maria-Hannah,1,11.285,-,-
Maria-Helena,Maria-Helena,2,7.847,-,-
Maria-Ilaria,Maria-Ilaria,1,11.285,-,-
Maria-Ioana,Maria-Ioana,2,7.847,1,1.853
Maria-Ioanna,Maria-Ioanna,1,11.285,-,-
Maria-Ionelia,Maria-Ionelia,1,11.285,-,-
Maria-Irene,Maria-Irene,1,11.285,-,-
Maria-Isabel,Marie-Isabel,2,7.847,-,-
Maria-Isabell,Maria-Isabell,1,11.285,-,-
Maria-Isabella,Marie-Isabel,2,7.847,-,-
Maria-Isabelle,Marie-Isabel,1,11.285,-,-
Maria-Jan,Maria-Jan,1,11.285,-,-
Maria-Jennifer,Maria-Jennifer,1,11.285,-,-
Maria-Jimena,Maria-Jimena,1,11.285,-,-
Maria-Johanna,Maria-Johanna,1,11.285,-,-
Maria-Julia,Maria-Julia,2,7.847,-,-
Maria-Katharina,Maria-Katharina,15,2.553,-,-
Mária-Klementina,Mária-Klementina,1,11.285,-,-
Maria-Kristina,Marie-Christin,2,7.847,-,-
Maria-Lăcrimioara,Maria-Lăcrimioara,1,11.285,-,-
Maria-Laetitia,Maria-Laetitia,1,11.285,-,-
Maria-Lara,Maria-Lara,2,7.847,-,-
Maria-Laura,Maria-Laura,1,11.285,-,-
Marialena,Marialena,2,7.847,1,1.853
Maria-Lena,Maria-Lena,5,4.717,-,-
Maria-Leonie,Maria-Leonie,1,11.285,-,-
Maria-Lisa,Marlies,4,5.342,-,-
Maria-Louisa,Maria-Louisa,3,6.297,-,-
Maria-Louise,Marie-Luise,1,11.285,-,-
Maria-Lovis,Maria-Lovis,1,11.285,-,-
Maria-Lucia,Maria-Lucia,1,11.285,-,-
Maria-Ludmilla,Maria-Ludmilla,1,11.285,-,-
Maria-Luisa,Maria-Luisa,6,4.246,-,-
Maria-Luise,Marie-Luise,39,1.447,-,-
Mariam,Marie,368,374,24,248
Mariama,Marie,21,2.073,3,1.027
Maria-Madalina,Maria-Madalina,1,11.285,-,-
Maria-Magdalena,Maria-Magdalena,95,847,2,1.301
Maria-Maia,Maria-Maia,1,11.285,-,-
Maria-Mandeza,Maria-Mandeza,1,11.285,-,-
Maria-Marina,Maria-Marina,1,11.285,-,-
Mariame,Mariame,1,11.285,1,1.853
Mariami,Mariami,11,3.042,-,-
Maria-Michaela,Maria-Michaela,1,11.285,-,-
Maria-Michelle,Maria-Michelle,1,11.285,-,-
Maria-Milena,Maria-Milena,1,11.285,-,-
Mariamma,Mariamma,1,11.285,-,-
Maria-Mona,Maria-Mona,1,11.285,-,-
Mariamtoha,Mariamtoha,1,11.285,1,1.853
Marian,Marian,8,3.604,-,-
Mariana,Marijana,77,947,2,1.301
Mariana-Kristina,Mariana-Kristina,1,11.285,-,-
Maria-Natașa,Maria-Natașa,1,11.285,-,-
Mariane,Mariane,3,6.297,-,-
Marianela,Marianela,4,5.342,-,-
Mariangela,Mariangela,3,6.297,-,-
Maria-Nicol,Maria-Nicol,1,11.285,1,1.853
Maria-Nicole,Maria-Nicole,1,11.285,-,-
Maria-Nicoleta,Maria-Nicoleta,1,11.285,1,1.853
Maria-Nikol,Maria-Nikol,1,11.285,-,-
Marianka,Marianka,1,11.285,-,-
Mariann,Marianne,5,4.717,-,-
Marianna,Marianne,95,847,7,573
Marianne,Marianne,743,246,5,737
Marianne-Frieda,Marianne-Frieda,1,11.285,-,-
Marianne-Miriam,Marianne-Miriam,1,11.285,-,-
Marianne-Nicole,Marianne-Nicole,1,11.285,-,-
Maria-Noemi,Maria-Noemi,1,11.285,-,-
Maria-Noëmi,Maria-Noemi,1,11.285,-,-
Marian-Patrizia,Marian-Patrizia,1,11.285,-,-
Marianthi,Marianthi,1,11.285,-,-
Maria-Otilia,Maria-Otilia,1,11.285,1,1.853
Maria-Patricia,Maria-Patricia,2,7.847,-,-
Maria-Paula,Maria-Paula,1,11.285,-,-
Maria-Penelope,Maria-Penelope,1,11.285,-,-
Maria-Philomena,Maria-Philomena,1,11.285,-,-
Maria-Pia,Maria-Pia,2,7.847,-,-
Maria-Pilar,Maria-Pilar,1,11.285,-,-
Maria-Pilmaiquén,Maria-Pilmaiquén,1,11.285,-,-
Maria-Quiyén,Maria-Quiyén,1,11.285,-,-
Maria-Rebeca,Maria-Rebeca,1,11.285,-,-
Maria-Regina,Maria-Regina,3,6.297,-,-
Maria-Rosa,Maria-Rosa,6,4.246,-,-
Maria-Sabrina,Maria-Sabrina,1,11.285,-,-
Maria-Sandra,Maria-Sandra,1,11.285,-,-
Maria-Sara,Maria-Sara,1,11.285,1,1.853
Maria-Seline,Maria-Seline,1,11.285,-,-
Maria-Sofia,Maria-Sofia,3,6.297,1,1.853
Maria-Sofie,Maria-Sofie,2,7.847,-,-
Mariasol,Mariasol,1,11.285,-,-
Mariasole,Mariasole,1,11.285,-,-
Maria-Sophia,Marie-Sophie,4,5.342,-,-
Maria-Sophie,Marie-Sophie,15,2.553,1,1.853
Maria-Stefania,Maria-Stefania,1,11.285,1,1.853
Maria-Ştefania,Maria-Stefania,1,11.285,-,-
Maria-Teodora,Maria-Teodora,1,11.285,-,-
Mariateresa,Mariateresa,1,11.285,-,-
Maria-Teresa,Marie-Theres,3,6.297,-,-
Maria-Theres,Marie-Theres,6,4.246,-,-
Maria-Theresa,Marie-Theres,16,2.456,-,-
Maria-Therese,Marie-Theres,4,5.342,-,-
Maria-Theresia,Marie-Theres,41,1.398,-,-
Maria-Tiana,Maria-Tiana,1,11.285,-,-
Mariatou,Mariatou,2,7.847,-,-
Maria-Valeria,Maria-Valeria,2,7.847,-,-
Maria-Valerie,Maria-Valerie,1,11.285,-,-
Maria-Vanessa,Maria-Vanessa,1,11.285,-,-
Maria-Verena,Maria-Verena,2,7.847,-,-
Maria-Victoria,Maria-Victoria,5,4.717,-,-
Maria-Viktoria,Maria-Victoria,3,6.297,-,-
Mariayni,Mariayni,1,11.285,-,-
Maria-Zita,Maria-Zita,1,11.285,-,-
Maribel,Maribel,17,2.352,1,1.853
Maribell,Maribell,2,7.847,-,-
Maribella,Maribella,1,11.285,-,-
Maribelle,Maribelle,3,6.297,-,-
Maribel-Sophie,Maribel-Sophie,1,11.285,-,-
Marica,Marica,15,2.553,-,-
Marica-Marta,Marica-Marta,1,11.285,1,1.853
Mari-Carmen,Mari-Carmen,1,11.285,-,-
Maricel,Maricel,1,11.285,-,-
Maricka,Marika,1,11.285,-,-
Maricruz,Maricruz,1,11.285,-,-
Maricruz-Floriane,Maricruz-Floriane,1,11.285,-,-
Marida,Marida,2,7.847,-,-
Marie,Marie,10.439,25,734,1
Marié,Marie,1,11.285,-,-
Marie-Agnes,Marie-Agnes,1,11.285,-,-
Marie-Aimée,Marie-Aimée,1,11.285,-,-
Marie-Alexandra,Marie-Alexandra,1,11.285,-,-
Marie-Alice,Marie-Alice,2,7.847,-,-
Marie-Alina,Marie-Alina,1,11.285,-,-
Marie-Aline,Marie-Aline,1,11.285,-,-
Marie-Alix,Marie-Alix,2,7.847,-,-
Marie-Amelie,Marie-Amelie,4,5.342,-,-
Marie-Amélie,Marie-Amelie,2,7.847,-,-
Marie-Anabel,Marie-Anabel,1,11.285,-,-
Marie-Anastasia,Marie-Anastasia,2,7.847,-,-
Marie-Anasthasie,Marie-Anasthasie,1,11.285,-,-
Marie-Angela,Marie-Angela,2,7.847,-,-
Marie-Angelie,Marie-Angelie,1,11.285,-,-
Marie-Anna,Marianne,11,3.042,-,-
Marie-Annabelle,Marie-Annabelle,2,7.847,-,-
Marie-Anne,Marie-Anne,1,11.285,-,-
Marie-Annick,Marie-Annick,1,11.285,-,-
Marie-Annie,Marie-Annie,1,11.285,-,-
Marie-Antoinette,Marie-Antoinette,2,7.847,-,-
Marie-Antonette,Marie-Antonette,1,11.285,-,-
Marie-Antonia,Marie-Antonia,1,11.285,-,-
Marie-Aurora,Marie-Aurora,1,11.285,-,-
Mariebel,Mariebel,1,11.285,-,-
Marie-Belle,Marie-Belle,1,11.285,-,-
Marie-Bérénice,Marie-Bérénice,2,7.847,-,-
Marie-Bernadette,Marie-Bernadette,3,6.297,-,-
