Vornamen Neugeborene Wien nach Geschlecht und Aussprache seit 2010 / First names of newborns in Vienna since 2010, aggregation by sex and pronunciation
"NUTS";"DISTRICT_CODE";"SUB_DISTRICT_CODE";"REF_YEAR";"REF_DATE";"SEX";"RANK";"NAME";"NAME_ALL";"N";"PERC_SEX"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fatmanisa";"Fatmanisa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fatme";"Fatme";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fatuma";"Fatuma";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Favour";"Favour";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fay";"Faye";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Feiga";"Feiga";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Felia";"Felia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Felisha";"Felisha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fenella";"Fenella";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fenet";"Fenet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fenja";"Fenja";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Feride";"Feride";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fernanda";"Fernanda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Filiz";"Filiz";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Filsan";"Filsan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fina";"Fina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fine";"Fine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fiorella";"Fiorella";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fiorida";"Fiorida";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Firdaus";"Firdaus";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Firdefs";"Firdefs";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Firdous";"Firdous";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Flavia";"Flavia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Flaviana-Amelia";"Flaviana-Amelia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Floria";"Floria";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Florine";"Florine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Franceska";"Francesca";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Francoise";"Francoise";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Fränzi";"Fränzi";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Frida-Christiane";"Frida-Christiane";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Frieda-Marie";"Frieda-Marie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Friede";"Friede";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Friederike";"Friederike";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gaia";"Gaia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Galena";"Galena";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Galilea";"Galilea";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gana";"Gana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ganna";"Ganna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Genesis";"Genesis";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Genoveva";"Genoveva";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Georgia-Ionna";"Georgia-Ionna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Geraldine-Fabienne";"Geraldine-Fabienne";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gergana";"Gergana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gisele-Marie";"Gisele-Marie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gizelle";"Gizelle";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gizem";"Gizem";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gloria-Rubine";"Gloria-Rubine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Glorija-Slobodanka";"Glorija-Slobodanka";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gonca";"Gonca";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gracy";"Gracy";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Greta-Edda";"Greta-Edda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gül";"Gül";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gülcan";"Gülcan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Güllü";"Güllü";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gülnaz";"Gülnaz";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gülsümnaz";"Gülsümnaz";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gülzade";"Gülzade";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Günes";"Günes";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gunreet";"Gunreet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gurleen";"Gurleen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Güzin";"Güzin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Gyulfer";"Gyulfer";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hadidja";"Hadidja";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hadija";"Hadija";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hadiya";"Hadiya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hafsa";"Hafsa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hafsanur";"Hafsanur";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hager";"Hager";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Haifa";"Haifa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hajrah";"Hajrah";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hajrie";"Hajrie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hale";"Hale";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Haley-Jade";"Haley-Jade";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Halisa";"Halisa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hamda";"Hamda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hamide";"Hamide";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Handan";"Handan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hani";"Hani";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Haniah";"Haniah";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hanien";"Hanien";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hanifa";"Hanifa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hanife";"Hanife";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hanim-Su";"Hanim-Su";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hannah-Mia";"Hannah-Mia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hannah-Nadine";"Hannah-Nadine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hannah-Valerie";"Hannah-Valerie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hanne";"Hanne";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hannelore";"Hannelore";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hanni";"Hanni";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hargun";"Hargun";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Harneet";"Harneet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Harriet";"Harriet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hasmik";"Hasmik";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Haum";"Haum";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Havvanur";"Havvanur";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hayrie";"Hayrie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Heaven";"Heaven";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Heda";"Heda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hedwig";"Hedwig";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Helene-Christin";"Helene-Christin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Helga";"Helga";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Helin-Sophie";"Helin-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hena";"Hena";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Henny";"Henny";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hevi";"Hevi";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hevin";"Hevin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hidaya";"Hidaya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hildegard";"Hildegard";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Himaja";"Himaja";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hirakevser";"Hirakevser";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hiwa";"Hiwa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hoda";"Hoda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Holly";"Holly";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Hurija";"Hurija";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ianara";"Ianara";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ianna";"Ianna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ibe";"Ibe";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ibtisam";"Ibtisam";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Iclal";"Iclal";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ida-Mareen";"Ida-Mareen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Idem";"Idem";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Iduna";"Iduna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ifetayo";"Ifetayo";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ikonija";"Ikonija";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ilay";"Ilay";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Iläyda";"Iläyda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ilda";"Ilda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ilef";"Ilef";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ilham";"Ilham";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ilima";"Ilima";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ilinca";"Ilinca";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Iliriana";"Ilirjana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ilse";"Ilse";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ilyaida";"Ilyaida";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Imana";"Imana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Inanna";"Inanna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Inayet";"Inayet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Inesa";"Inesa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Inessa";"Inessa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ingrid";"Ingrid";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ionela";"Ionela";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Irena";"Irena";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Irha";"Irha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Iria";"Iria";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Irma";"Irma";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Isa";"Isa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Isabella-Emilia";"Isabella-Emilia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Isabella-Mihaela";"Isabella-Mihaela";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Isatou";"Isatou";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Isha";"Isha";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ishani";"Ishani";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Isil";"Isil";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Isolde";"Isolde";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Istar";"Istar";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Iva-Marie";"Iva-Marie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Iyobosa";"Iyobosa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Iyore";"Iyore";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Izabela-Adriana";"Izabela-Adriana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Izabell";"Izabell";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jacine";"Jacine";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jade";"Jade";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jagoda";"Jagoda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jaishnje";"Jaishnje";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jamie";"Jamie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jana-Renee";"Jana-Renee";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Janice";"Janice";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Janina";"Janina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Janna";"Janna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jannah";"Jannah";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jannina";"Jannina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jarin";"Jarin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jaskiran";"Jaskiran";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jasleen";"Jasleen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jasmeen";"Jasmeen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jasmeet";"Jasmeet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jasnay";"Jasnay";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jasnoor";"Jasnoor";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jaya";"Jaya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jefimija";"Jefimija";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jelida";"Jelida";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jemimah";"Jemimah";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jenna";"Jenna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jennifer-Nicole";"Jennifer-Nicole";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jessica-Amelia";"Jessica-Amelia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jessie";"Jessie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jessy";"Jessy";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jeta";"Jeta";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jilan";"Jilan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jillian";"Jillian";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jillianne";"Jillianne";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jiya";"Jiya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jody";"Jody";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Joela";"Joela";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Joena";"Joena";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Johana";"Johana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Johanna-Mia";"Johanna-Mia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jolanda";"Jolanda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jolene";"Jolene";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jolina-Isabella";"Jolina-Isabella";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jona";"Jona";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jory";"Jory";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Josefin";"Josefin";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Josefina";"Josefina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Joseline";"Joseline";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jowita";"Jowita";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Joy";"Joy";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Judi";"Judi";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jules";"Jules";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Juliette";"Juliette";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Julita";"Julita";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jumna";"Jumna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Jun";"Jun";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"June";"June";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Juno";"Juno";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kader";"Kader";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kadrije";"Kadrije";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kainaat";"Kainaat";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kaley";"Kaley";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kalina";"Kalina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kaltra";"Kaltra";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kaltrina";"Kaltrina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kamaldeep";"Kamaldeep";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kanita";"Kanita";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kanykei";"Kanykei";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kanykey";"Kanykey";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Karima";"Karima";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Karina-Andreea";"Karina-Andreea";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Katarzyna";"Katarzyna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kate";"Kate";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Katelyn";"Katelyn";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kateryna";"Kateryna";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Katina";"Katina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Katrina";"Katrina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kausar";"Kausar";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Keer";"Keer";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Keeratdeep";"Keeratdeep";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Keira";"Keira";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kelly";"Kelly";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kenda";"Kenda";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kendra";"Kendra";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kenza";"Kenza";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Keona";"Keona";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kevser";"Kevser";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Keziah";"Keziah";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Khuspreet";"Khuspreet";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kiana";"Kiana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kiki";"Kiki";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kimberli";"Kimberli";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kimberly-Sophie";"Kimberly-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kimia";"Kimia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kimmy";"Kimmy";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kincsö";"Kincsö";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kiran";"Kiran";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kjara";"Kjara";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Klara-Sofia";"Klara-Sofia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Klarissa-Helena";"Klarissa-Helena";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Kornelia";"Kornelia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Ksenya";"Ksenya";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Laerke";"Laerke";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Laetizia";"Laetizia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Laftia";"Laftia";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lainii";"Lainii";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lalu";"Lalu";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lani";"Lani";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lara-Amelie";"Lara-Amelie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lara-Ioana";"Lara-Ioana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lara-Louisa";"Lara-Louisa";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lara-Sophie";"Lara-Sophie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Laura-Darleen";"Laura-Darleen";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Laurence";"Laurence";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Laurentina";"Laurentina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Laurenza";"Laurenza";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lavie";"Lavie";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Layan";"Layan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Layana";"Layana";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Laylan";"Laylan";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Le-Yona";"Le-Yona";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lea-Katharina";"Lea-Katharina";"1";"0,0"
"AT13";"90000";"90000";"2014";"2014";"2";"758";"Lea-Sophie";"Lea-Sophie";"1";"0,0"
