,,,,,,,,,,,,,,,,,,,,,,,
Flickors tilltalsnamn 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Girls' first names 1998-2020,,,,,,,,,,,,,,,,,,,,,,,
Tabellen visar i alfabetisk ordning alla tilltalsnamn som getts till minst 10 flickor under något av åren.,,,,,,,,,,,,,,,,,,,,,,,
Varje stavning redovisas som ett eget namn.  - = färre än 10.,,,,,,,,,,,,,,,,,,,,,,,
The table includes an alphabetical list of all 'usual' given names assigned to more than ten girls for at least part of the period.,,,,,,,,,,,,,,,,,,,,,,,
Every spelling variation is counted as a name in its own right. The symbol '-' indicates that fewer than 10 girls were given the name.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Namn / Name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Khadija,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,11,11,12,13,-,14,19,14
Kiana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-
Kiara,-,-,-,-,-,-,-,-,-,10,-,-,-,-,15,14,19,19,19,19,41,28,31
Kim,19,30,17,16,18,16,24,11,-,11,-,-,-,13,-,-,-,-,-,-,-,-,-
Kimberly,10,-,14,12,14,-,-,-,13,-,-,11,13,10,-,17,21,16,10,-,-,-,-
Kira,-,-,-,-,-,-,-,10,12,20,13,17,20,18,13,17,21,22,33,37,33,18,18
Kitty,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,14,-,-,-,-,-,-,-
Klara,258,271,323,409,393,390,445,384,420,373,359,357,384,321,343,308,294,280,233,235,197,214,208
Kornelia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,11,-,-,-,-,10,-
Kristin,43,21,26,26,15,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kristina,75,52,34,42,33,28,39,28,25,36,28,16,20,17,14,21,19,20,17,14,11,14,15
Kylie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,-
Laila,-,-,-,14,-,-,-,-,10,10,14,20,11,10,12,15,10,-,11,23,22,17,16
Lamar,-,-,-,-,-,-,-,-,-,-,-,-,-,10,16,25,15,27,32,29,24,17,24
Lamija,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-
Lamis,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-
Lana,-,-,18,-,13,12,26,22,24,25,38,30,32,46,34,32,51,51,51,54,65,52,42
Lara,20,12,17,26,27,23,35,49,40,50,57,57,79,56,60,58,64,70,59,58,85,81,70
Larin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,17,15,14,20,16,18
Larissa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,-,-,-
Laura,32,35,27,40,34,57,58,51,60,59,91,77,91,103,82,100,113,127,106,104,110,101,93
Lava,-,-,-,-,-,-,10,11,15,11,13,-,19,-,10,-,11,11,14,17,-,11,11
Lavin,-,-,-,-,-,-,-,-,-,-,-,-,-,14,16,13,14,11,14,18,-,15,18
Laya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,10
Layan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,15,28,33,47,48,68,48
Layla,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,11,-,-,-
Lea,10,10,15,40,51,53,84,109,114,120,140,151,144,146,167,163,162,164,171,141,133,169,168
Léa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Leah,-,-,12,-,30,26,32,74,84,82,112,109,158,169,169,181,190,228,243,288,226,255,304
Leana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Leandra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,12,-,21,17
Lee,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,11,-,-,-,10,-,-,-
Leen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,22,31,36,27,27
Leia,-,-,12,18,24,38,85,98,129,117,138,173,207,165,159,157,178,150,173,194,172,176,188
Leiah,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,11,13,-,-,-,-,10
Leija,-,-,-,-,-,-,-,-,10,-,-,10,31,20,16,16,15,10,15,15,19,10,13
Leila,10,-,15,14,-,13,16,21,15,23,25,30,38,31,34,40,40,27,34,39,31,31,42
Leja,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,11,-,-,10,-,-,-,-
Lejla,17,14,11,16,19,19,20,23,22,23,22,24,33,17,21,13,10,23,22,19,16,23,19
Lena,-,14,-,11,-,15,-,13,13,17,13,25,25,26,31,30,37,48,43,33,30,38,29
Leona,-,-,-,11,18,13,19,31,30,39,76,95,75,79,67,70,80,97,109,83,94,92,101
Leoni,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-
Leonie,-,-,-,-,-,-,-,-,-,12,-,17,18,16,23,26,22,28,25,27,32,36,28
Léonie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Leonora,-,10,-,-,-,12,10,12,15,18,23,16,22,17,14,24,35,43,45,42,50,55,63
Leonore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,30,41,51,44,44
Lexi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,16,22,20,30,27
Lexie,-,-,-,-,-,-,-,-,-,-,-,-,18,16,22,37,32,40,43,37,53,58,45
Leya,-,-,-,-,-,-,-,-,11,-,-,-,10,-,21,19,-,17,26,22,18,16,20
Leyla,-,-,-,-,-,-,-,-,-,10,-,16,12,16,15,16,10,19,18,25,28,32,27
Li,-,-,-,11,-,10,16,20,12,11,10,23,31,34,45,35,31,35,21,19,20,26,20
Lia,-,-,-,12,18,17,26,29,15,24,24,39,31,41,39,38,49,45,42,26,39,27,39
Lian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,15,12
Liana,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,16,21,33,26,37,34,32
Lidia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-
Lidya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-
Lilas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,10,-
Lilia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,13,13,15,-,11,16
Lilian,-,12,-,-,12,13,-,-,-,-,16,14,19,24,21,26,42,35,37,50,40,53,49
Liliana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,12,10,-,11
Lilith,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,12
Lilja,-,-,-,-,-,-,17,-,23,34,27,35,34,37,44,46,55,62,55,54,60,57,47
Lill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,10,-
Lilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,10,11,-,10
Lillian,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,10,-,-,11,-,15,17,16
Lillie,-,-,-,-,-,-,-,-,-,-,11,-,16,21,20,12,31,14,11,25,20,34,22
Lilly,14,-,11,15,15,26,35,57,90,146,176,231,298,312,307,352,350,360,384,320,361,295,329
Lilo,-,-,-,-,-,-,-,-,-,-,-,-,-,14,12,12,16,16,16,14,16,18,28
Lily,-,-,-,-,-,-,-,19,26,51,77,112,137,160,181,199,247,231,279,217,231,220,207
Limar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-
Lin,-,-,-,-,-,-,-,-,-,-,-,-,10,12,14,-,16,15,25,28,13,16,18
Lina,309,270,280,259,275,260,246,270,212,155,156,160,149,146,134,117,123,118,111,110,111,113,99
Linda,199,156,111,102,96,68,66,49,44,44,36,31,23,30,24,22,23,12,21,19,28,23,20
Line,15,12,20,23,27,36,29,33,35,28,18,38,33,33,40,49,36,34,42,38,37,31,41
Linn,368,353,494,388,408,408,408,314,322,224,220,204,209,167,158,137,147,116,139,97,90,76,82
Linnea,450,424,446,411,438,428,415,423,428,405,392,400,477,428,355,345,328,303,277,228,164,111,152
Linnéa,477,523,532,420,493,476,476,446,414,364,320,283,263,287,258,198,262,200,194,172,224,180,150
Liora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-
Lisa,374,369,387,375,375,344,333,332,298,265,217,196,208,170,183,153,141,110,107,86,75,74,85
Lisen,-,-,-,16,10,17,16,30,21,26,25,28,25,33,27,24,24,30,28,29,16,19,18
Liv,26,52,53,58,93,107,134,150,115,122,178,204,236,242,238,287,254,250,282,257,232,242,230
Liva,-,-,-,-,-,-,-,-,-,-,14,10,-,10,12,-,-,-,-,-,11,13,-
Livia,-,-,13,20,26,37,59,58,69,112,118,145,205,197,185,191,204,226,239,249,218,231,239
Liwia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-
Liya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,12,20,16
Liyana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,10,27,49,44
Liza,-,11,17,17,10,22,13,13,16,16,14,-,12,-,-,-,-,-,-,-,-,-,-
Lizette,16,16,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lo,-,-,-,-,-,-,16,18,15,20,34,45,63,49,73,77,89,121,121,153,153,182,246
Lola,-,-,-,-,-,-,-,-,-,-,-,-,-,14,20,16,17,15,12,-,-,-,14
Lone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,12
Lorena,-,-,-,-,-,-,-,-,-,-,-,-,13,-,16,10,13,10,13,12,10,17,16
Lorin,-,-,-,-,-,12,11,-,16,15,15,11,-,19,20,13,14,19,14,12,17,25,-
Lotta,19,18,10,-,13,11,-,13,16,10,14,-,17,12,18,23,14,16,22,17,19,13,17
Lou,-,-,-,-,-,-,-,-,-,-,-,-,-,19,13,21,19,37,28,27,43,60,78
Louisa,13,-,14,11,-,-,16,17,11,14,14,11,17,-,11,14,10,13,16,10,11,13,14
Louise,305,266,219,208,169,162,159,133,111,102,84,72,59,65,50,62,53,49,52,49,33,37,36
Lova,42,39,49,71,119,256,276,258,250,225,272,300,324,272,233,224,203,209,179,228,223,246,228
Lowa,-,-,-,-,-,18,33,26,34,30,37,43,47,50,66,69,52,55,41,62,56,53,67
Lovelia,-,-,-,-,-,-,-,-,-,-,-,-,17,12,-,15,25,24,25,27,31,40,54
Lovi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,21,22,13,19
Lovina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,10
Lovis,-,11,-,17,16,25,26,29,39,50,57,76,87,112,119,114,134,146,149,127,128,146,143
Lovisa,425,391,387,396,454,474,454,402,429,372,356,338,314,285,297,277,254,220,275,178,170,180,200
Lucia,-,-,-,-,-,-,16,12,14,10,17,13,23,14,18,19,18,22,17,25,22,20,23
Lucy,-,-,-,-,-,-,-,-,-,-,11,10,-,11,15,13,19,28,30,20,29,27,30
Lulia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-
Lumi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,11,19,15
Luna,-,-,-,-,12,14,14,29,25,27,32,34,35,52,83,82,130,136,207,257,333,340,351
Lycka,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-
Lycke,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,13,12,11,11,14,16,-,13
Lydia,45,54,51,46,36,43,36,34,52,50,31,36,33,36,40,53,44,45,49,48,46,47,48
Lykke,-,-,-,-,-,-,-,14,14,16,32,74,90,123,133,160,155,174,210,210,220,247,187
Madeleine,182,161,161,121,105,107,68,63,40,48,37,34,25,33,22,24,19,32,23,19,21,13,12
Madelen,15,-,11,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Madelene,74,56,40,37,35,34,18,20,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-
Madicken,-,16,14,15,22,20,14,14,19,17,16,21,18,10,14,16,13,13,26,12,18,10,21
Magda,10,13,-,12,15,14,10,10,-,15,12,-,10,17,14,13,12,10,16,12,14,14,10
Magdalena,51,54,43,41,39,34,21,23,25,24,14,21,16,24,-,16,10,12,14,18,-,-,-
Maggie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,10,-,-,14,17,12,15
Maia,-,-,10,12,-,-,10,-,17,11,28,35,10,13,15,14,20,19,-,10,19,15,23
Maida,-,-,-,-,-,-,-,-,-,-,-,-,12,10,16,23,38,24,35,36,36,34,27
Maija,-,-,-,-,11,-,-,-,-,-,-,10,11,14,-,10,11,-,-,-,-,-,-
Maiken,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Maj,-,-,-,-,-,-,13,-,10,14,-,18,21,24,30,31,44,33,55,39,52,46,60
Maja,430,674,667,670,650,726,845,824,780,723,627,632,686,548,488,571,546,498,494,407,461,444,494
Majken,-,-,11,22,17,32,41,65,59,85,111,98,132,137,179,187,169,197,216,206,214,216,215
Majlis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,10,10,13,-
Malak,-,-,-,-,-,11,12,13,12,21,31,32,35,32,40,28,39,21,41,33,33,24,24
Malika,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
Malin,413,326,262,199,191,202,158,121,104,74,80,54,46,43,28,22,26,22,19,12,11,13,-
Malou,-,14,21,12,16,29,11,18,21,15,18,30,34,29,21,25,20,18,23,25,22,19,33
Malva,10,20,31,45,63,70,86,94,107,110,93,132,110,80,80,89,66,70,70,72,81,77,66
Malvina,-,-,-,-,-,11,-,11,12,-,-,-,-,10,10,-,10,-,-,-,-,-,-
Manal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,18,18,14,16
Manar,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manda,-,-,-,-,13,-,-,-,-,10,-,13,-,-,11,18,14,-,-,-,-,-,-
Maram,-,-,-,-,-,-,-,-,-,-,-,10,-,11,15,-,-,-,-,-,10,-,-
Margit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,10,-,-,15
Margot,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11
Maria,227,189,185,158,161,144,148,132,126,143,118,117,156,118,123,119,142,155,225,227,212,214,180
Mariam,33,29,34,38,20,38,46,39,34,37,57,45,66,55,64,49,53,67,56,86,66,74,67
Marianne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,12,-
Marie,39,36,18,15,18,-,17,15,16,11,11,14,14,11,14,13,-,11,12,-,-,-,-
Mariella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,10,-,-
Marielle,15,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Marika,24,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Marina,20,24,23,17,19,17,21,12,10,12,10,17,16,14,19,14,13,13,11,11,10,12,13
Marion,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-
Marita,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-
Maritta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-
Marta,10,-,-,-,-,-,13,11,-,16,14,13,12,-,-,14,11,13,13,11,19,21,16
Martina,69,59,59,60,44,48,45,37,32,23,19,22,12,14,16,13,14,10,-,-,-,-,-
Marwa,-,10,-,-,11,11,11,10,12,12,17,19,-,15,16,14,28,16,20,19,23,17,18
Mary,-,-,-,10,-,-,-,12,-,12,-,17,14,12,10,20,23,12,26,19,17,19,16
Maryam,12,14,11,14,17,27,13,16,18,23,27,30,46,42,52,58,55,65,47,89,79,57,71
Maryama,-,-,11,-,-,-,-,-,-,-,-,-,-,15,-,13,19,21,19,14,16,23,11
Maryan,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Masa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,23,28,23,25
Mathilda,226,215,224,215,205,179,171,158,107,97,76,94,102,73,76,78,65,54,61,47,32,24,36
Mathilde,-,-,10,15,12,11,10,-,-,20,12,15,17,16,10,13,25,15,11,13,13,26,19
Matilda,618,589,585,574,604,537,567,473,394,382,371,382,330,282,270,221,214,204,170,140,133,105,97
Matilde,-,-,-,-,-,-,10,-,-,-,-,14,10,-,-,-,-,-,14,-,-,-,-
Maxine,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,12,-,11,-,25,20,23
Maya,24,48,61,100,116,114,160,192,215,163,172,189,182,164,155,167,146,148,153,124,167,148,148
Medina,-,13,10,12,-,-,16,14,13,11,18,26,27,25,34,44,53,44,44,47,29,49,53
Meia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,10,-,-
Meija,-,-,-,-,-,-,-,-,-,-,14,15,-,18,13,19,22,14,15,16,12,18,16
Meja,-,17,24,44,51,89,132,143,187,220,236,306,287,231,193,231,233,201,195,167,150,166,174
Melanie,20,21,17,22,22,25,17,28,28,34,42,41,31,43,56,57,56,70,75,96,95,78,86
Melek,-,-,-,-,-,-,-,-,-,10,-,13,15,10,14,10,16,10,19,10,27,-,12
Melina,36,52,48,67,57,67,55,69,63,73,69,101,111,110,108,125,119,125,115,127,148,137,175
Melinda,46,54,56,57,52,52,42,28,27,38,31,28,42,28,39,23,30,22,17,12,20,17,15
Melisa,20,21,15,20,18,14,21,17,27,25,18,24,29,17,25,29,25,18,11,12,21,19,23
Melissa,54,64,69,67,73,84,100,91,97,113,111,119,141,167,183,219,191,163,197,173,156,152,135
Melody,-,-,-,-,-,-,10,12,-,16,16,18,29,21,33,33,28,32,29,25,23,23,23
Mercedes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-
Merve,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Meryem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,13,15,15,-,-,11
Meya,-,-,-,-,-,-,10,19,34,29,33,52,53,50,57,40,47,46,39,32,39,43,44
Mia,25,20,18,19,24,30,25,31,37,37,29,35,51,34,40,48,49,56,64,76,59,67,67
Micaela,17,16,20,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michaela,108,61,51,41,34,41,27,21,32,17,-,-,10,16,-,14,-,-,11,-,12,-,-
Michelle,140,117,106,111,102,106,92,89,88,77,88,86,62,60,57,70,63,49,59,71,49,35,34
Mika,13,18,-,21,13,-,11,11,17,27,19,24,27,24,18,24,17,20,11,18,33,19,23
Mikaela,213,157,117,105,106,69,60,70,44,52,50,32,44,34,28,24,35,22,29,22,21,22,26
Mila,-,-,-,-,-,-,-,-,-,12,32,23,30,47,76,87,95,114,142,171,235,311,321
Milana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,11
Milea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,13,-,12,23,28,16,37
Miléa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,12,17
Mileah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,20,20,25
Milena,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,16,20,11
Miley,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-
Milia,-,-,-,-,-,-,-,-,-,12,12,22,22,27,25,31,29,29,34,31,32,18,27
Milla,-,12,21,24,42,48,63,67,71,69,95,108,113,108,85,96,85,83,82,81,77,56,69
Millie,-,-,-,-,10,-,-,-,19,18,15,34,35,46,50,73,59,58,64,57,58,98,83
Milly,-,-,-,-,-,-,13,-,-,10,15,18,29,28,32,27,23,44,27,29,27,27,33
Milou,-,-,-,-,-,-,-,-,-,10,-,19,28,13,21,14,11,20,22,-,20,27,29
Mimmi,53,59,58,53,41,33,41,35,45,38,33,26,35,32,21,30,30,12,26,30,31,32,33
Mina,15,21,17,28,22,28,25,35,30,36,28,35,34,29,37,30,34,34,30,26,18,25,29
Minea,-,-,-,-,-,-,10,12,-,13,17,19,-,16,10,23,10,20,17,17,-,13,11
Minella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,11,-,11,-,-,-,11
Minelle,-,-,-,-,-,-,-,-,-,-,-,-,-,13,25,21,24,35,45,44,40,47,39
Minja,-,-,-,-,-,-,-,-,-,11,10,-,-,-,11,-,15,-,10,12,10,-,-
Minna,42,44,52,64,52,79,87,96,92,103,109,73,133,205,139,165,110,91,71,76,67,70,61
Minnah,-,-,-,-,-,-,-,-,-,-,-,-,21,103,50,37,30,12,14,10,15,-,-
Minoo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,14,16,-,-,14
Minou,-,-,-,-,-,-,-,-,13,17,12,19,22,18,21,32,34,43,46,46,38,39,39
Mira,25,28,43,50,56,84,112,135,141,191,209,207,172,161,157,164,158,157,134,145,142,135,151
Mirabelle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,14,-,-,12
Miral,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,27,22,22,27
Miranda,79,88,83,106,96,139,94,123,152,139,146,123,124,111,88,96,89,87,85,60,56,62,39
Miray,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,11,11,-,-
Mirella,-,-,-,-,-,-,-,-,11,-,-,-,-,-,12,-,11,-,14,11,-,-,11
Mirha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
Miriam,36,45,28,33,32,40,29,20,45,30,35,35,47,30,30,39,40,34,58,52,49,54,39
Mirjam,12,15,13,14,16,19,15,20,20,18,12,15,13,-,-,15,12,14,-,-,-,-,10
Mirna,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,10,13,19,14,15,18,16
Moa,780,805,741,689,797,815,711,695,622,569,514,508,541,462,422,381,319,263,254,195,184,138,126
Moa-Li,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Mollie,-,15,13,10,14,23,16,21,31,44,37,60,60,82,64,60,63,117,86,75,68,60,59
Molly,84,103,105,137,154,182,203,245,295,385,509,558,612,588,534,488,512,421,423,346,365,324,279
Mona,31,33,38,21,18,23,29,27,18,28,18,34,18,19,20,21,20,23,19,34,33,31,23
Monika,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mumtaz,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,12,-
Muna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-
Munira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,16,13,16,-
Murael,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Muwada,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
My,129,156,178,150,155,147,152,148,127,145,114,141,180,184,201,146,160,141,196,140,146,123,112
Myra,-,-,-,-,-,-,11,12,17,11,19,15,-,20,13,10,15,13,-,12,-,-,14
Märta,29,37,37,57,59,70,74,99,98,116,127,143,174,187,172,171,153,168,152,151,136,186,149
Märtha,-,-,-,-,10,14,11,16,17,23,13,20,15,25,27,22,22,16,20,12,20,12,18
Nada,-,-,-,-,-,-,-,-,-,-,12,12,10,10,-,11,-,11,10,10,-,10,15
Nadia,28,24,13,21,21,21,26,27,30,21,30,16,43,22,32,35,21,24,36,32,20,36,31
Nadin,13,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-
Nadine,11,10,17,15,12,22,21,12,16,18,16,15,10,14,14,11,-,14,19,16,13,17,20
Nadja,34,56,48,42,47,41,34,28,33,40,35,29,29,26,25,23,15,17,27,14,12,15,13
Naemi,-,-,-,-,-,-,-,-,11,-,-,12,-,10,-,13,10,10,-,13,13,23,13
Naima,-,12,10,-,10,-,10,16,19,28,30,26,28,25,28,24,20,25,19,16,13,19,18
Najma,-,-,-,-,-,12,-,-,-,-,-,-,11,-,-,-,10,10,-,11,-,-,-
Nala,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-
Nancy,-,11,-,-,-,-,16,14,16,16,-,-,-,17,-,10,-,13,12,-,14,11,-
Nanna,11,-,-,-,10,10,15,12,-,11,16,10,11,15,13,10,-,-,11,-,13,-,-
Naomi,12,-,14,12,18,11,23,28,39,37,28,34,43,38,42,40,50,58,60,72,80,85,84
Narin,-,10,-,13,-,-,-,-,-,13,14,11,10,-,-,11,10,-,11,-,-,-,-
Natali,17,12,-,-,-,-,-,12,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-
Natalia,18,11,10,12,11,14,15,17,22,25,22,22,20,32,16,27,17,18,17,15,18,12,14
Natalie,129,108,129,127,158,130,138,138,180,165,152,125,114,101,88,85,69,71,59,41,51,34,32
Natasha,15,19,14,18,13,17,16,20,-,12,11,11,12,-,11,-,-,-,-,-,-,-,-
Nathalie,262,214,260,226,241,216,193,202,203,163,197,191,158,140,134,121,109,110,73,65,48,50,56
Nawal,-,-,-,-,-,-,-,-,-,-,-,-,11,-,15,12,12,-,13,12,-,-,-
Naya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,22,33,48,43,58,55
Nayeli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-
Nea,-,-,-,11,15,25,52,40,42,33,37,44,52,51,49,37,43,32,34,22,31,22,32
Neah,-,-,-,-,-,-,-,-,-,14,12,-,15,23,20,12,23,12,18,15,-,-,17
Nefeli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-
Nejla,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,11,-,-,20,-,-,10
Nelia,-,-,-,-,-,-,-,-,-,-,13,12,19,14,15,16,26,28,29,32,19,24,14
Nell,-,-,-,-,-,-,-,-,13,11,-,-,-,-,-,-,-,14,-,-,-,-,-
Nella,-,-,-,-,-,-,-,-,-,-,10,18,16,10,10,11,13,10,10,-,10,21,-
Nelli,-,-,-,-,-,-,11,20,16,19,25,15,27,23,15,11,10,11,11,-,10,-,-
Nellie,132,128,125,142,199,233,271,315,378,469,435,441,421,466,404,349,339,298,287,265,232,222,195
Nelly,80,61,66,79,102,115,112,127,139,187,183,160,143,143,155,139,104,103,82,81,65,81,58
Nemi,-,-,-,-,-,-,-,10,12,17,12,10,21,19,12,16,13,-,10,14,-,10,-
Nicki,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-
Nicole,131,125,133,110,117,145,116,132,135,110,107,129,129,134,111,113,128,112,122,102,99,103,115
